CVE_ID,Package,Current_Version,Latest_Version,CVSS_Score,CVSS_Severity,Grype_Severity,Dep_Type,Depth,Occurrences,Ecosystem,Action,Risk_Level
GHSA-968p-4wvh-cqc8,@babel/runtime,7.24.0,7.28.6,None,MEDIUM,medium,transitive,2,2,npm,"UPGRADE — update from 7.24.0 to 7.28.6",low
CVE-2024-24790,stdlib,go1.20.12,unknown,9.8,CRITICAL,critical,unknown,None,0,unknown,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
GHSA-c76h-2ccp-4975,undici,6.11.1,7.22.0,None,MEDIUM,medium,transitive,2,1,npm,"UPGRADE — update from 6.11.1 to 7.22.0",low
CVE-2011-3374,apt,2.6.1,unknown,3.7,LOW,none,os-level,None,0,debian,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
GHSA-6rw7-vpxm-498p,qs,6.13.0,6.15.0,None,HIGH,high,transitive,3,2,npm,"UPGRADE — update from 6.13.0 to 6.15.0",low
GHSA-58c5-g7wp-6w37,@angular/common,17.3.12,21.1.4,None,HIGH,high,direct,1,7,npm,"UPGRADE — update from 17.3.12 to 21.1.4",low
GHSA-v4hv-rgfq-gp49,@angular/compiler,17.3.12,21.1.4,None,HIGH,high,direct,1,3,npm,"UPGRADE — update from 17.3.12 to 21.1.4",low
GHSA-5gfm-wpxj-wjgq,node-forge,1.3.1,1.3.3,None,HIGH,high,transitive,4,1,npm,"UPGRADE — update from 1.3.1 to 1.3.3",low
CVE-2025-13151,libtasn1-6,4.19.0-2+deb12u1,unknown,7.5,HIGH,high,os-level,None,0,debian,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2024-45336,stdlib,go1.20.12,unknown,6.1,MEDIUM,medium,unknown,None,0,unknown,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2019-1010025,libc-bin,2.36-9+deb12u13,unknown,5.3,MEDIUM,none,os-level,None,0,debian,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2019-9192,libc-bin,2.36-9+deb12u13,unknown,7.5,HIGH,none,os-level,None,0,debian,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2024-34155,stdlib,go1.20.12,unknown,4.3,MEDIUM,medium,unknown,None,0,unknown,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2025-15281,libc-bin,2.36-9+deb12u13,unknown,7.5,HIGH,high,os-level,None,0,debian,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
GHSA-9gqv-wp59-fq42,http-proxy-middleware,2.0.7,3.0.5,None,MEDIUM,medium,transitive,2,2,npm,"UPGRADE — update from 2.0.7 to 3.0.5",low
GHSA-xxjr-mmjv-4gpg,lodash,4.17.21,4.17.23,None,MEDIUM,medium,transitive,2,2,npm,"UPGRADE — update from 4.17.21 to 4.17.23",low
CVE-2019-1010024,libc-bin,2.36-9+deb12u13,unknown,5.3,MEDIUM,none,os-level,None,0,debian,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2026-0915,libc-bin,2.36-9+deb12u13,unknown,7.5,HIGH,high,os-level,None,0,debian,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
GHSA-4v9v-hfq4-rm2v,webpack-dev-server,4.15.1,5.2.3,None,MEDIUM,medium,transitive,2,2,npm,"UPGRADE — update from 4.15.1 to 5.2.3",low
CVE-2023-50495,libtinfo6,6.4-4,unknown,None,,medium,os-level,None,0,debian,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
GHSA-5j98-mcp5-4vw2,glob,10.4.5,13.0.3,None,HIGH,high,transitive,2,7,npm,"UPGRADE — update from 10.4.5 to 13.0.3",low
CVE-2025-61723,stdlib,go1.20.12,unknown,7.5,HIGH,high,unknown,None,0,unknown,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2023-31486,perl-base,5.36.0-7+deb12u3,unknown,None,,none,os-level,None,0,debian,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2024-45341,stdlib,go1.20.12,unknown,None,,medium,unknown,None,0,unknown,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2018-6829,libgcrypt20,1.10.1-3,unknown,None,,none,os-level,None,0,debian,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2016-2781,coreutils,9.1-1,unknown,None,,low,os-level,None,0,debian,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
GHSA-cxrh-j4jr-qwg3,undici,6.11.1,7.22.0,None,LOW,low,transitive,2,1,npm,"UPGRADE — update from 6.11.1 to 7.22.0",low
GHSA-65ch-62r8-g69g,node-forge,1.3.1,1.3.3,None,MEDIUM,medium,transitive,4,1,npm,"UPGRADE — update from 1.3.1 to 1.3.3",low
CVE-2025-61725,stdlib,go1.20.12,unknown,None,,high,unknown,None,0,unknown,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
GHSA-52f5-9888-hmc6,tmp,0.0.33,0.2.5,None,LOW,low,transitive,2,2,npm,"UPGRADE — update from 0.0.33 to 0.2.5",low
CVE-2025-14831,libgnutls30,3.7.9-2+deb12u5,unknown,5.3,MEDIUM,medium,os-level,None,0,debian,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2010-4756,libc-bin,2.36-9+deb12u13,unknown,None,,none,os-level,None,0,debian,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
GHSA-34x7-hfp2-rc4v,tar,6.2.1,7.5.9,None,HIGH,high,transitive,3,3,npm,"UPGRADE — update from 6.2.1 to 7.5.9",low
GHSA-9jgg-88mc-972h,webpack-dev-server,4.15.1,5.2.3,None,MEDIUM,medium,transitive,2,2,npm,"UPGRADE — update from 4.15.1 to 5.2.3",low
CVE-2025-61726,stdlib,go1.20.12,unknown,7.5,HIGH,high,unknown,None,0,unknown,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
GHSA-jrmj-c5cx-3cw6,@angular/compiler,17.3.12,21.1.4,None,HIGH,high,direct,1,3,npm,"UPGRADE — update from 17.3.12 to 21.1.4",low
CVE-2025-47912,stdlib,go1.20.12,unknown,5.3,MEDIUM,medium,unknown,None,0,unknown,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2025-58185,stdlib,go1.20.12,unknown,None,,medium,unknown,None,0,unknown,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
GHSA-w7fw-mjwx-w883,qs,6.13.0,6.15.0,None,LOW,low,transitive,3,2,npm,"UPGRADE — update from 6.13.0 to 6.15.0",low
GHSA-73rr-hh4g-fpgx,diff,5.2.0,8.0.3,None,LOW,low,unknown,None,0,npm,"UPGRADE — update from 5.2.0 to 8.0.3",low
CVE-2019-1010023,libc-bin,2.36-9+deb12u13,unknown,None,,none,os-level,None,0,debian,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2025-58186,stdlib,go1.20.12,unknown,None,,medium,unknown,None,0,unknown,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2024-10041,libpam-modules,1.5.2-6+deb12u2,unknown,4.7,MEDIUM,medium,os-level,None,0,debian,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2025-58188,stdlib,go1.20.12,unknown,None,,high,unknown,None,0,unknown,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2025-58187,stdlib,go1.20.12,unknown,None,,high,unknown,None,0,unknown,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2025-61729,stdlib,go1.20.12,unknown,7.5,HIGH,high,unknown,None,0,unknown,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2026-0861,libc-bin,2.36-9+deb12u13,unknown,8.4,HIGH,high,os-level,None,0,debian,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2025-61730,stdlib,go1.20.12,unknown,None,,medium,unknown,None,0,unknown,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
GHSA-r6q2-hw4h-h46w,tar,6.2.1,7.5.9,None,HIGH,high,transitive,3,3,npm,"UPGRADE — update from 6.2.1 to 7.5.9",low
CVE-2025-30258,gpgv,2.2.40-1.1+deb12u2,unknown,2.7,LOW,medium,os-level,None,0,debian,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2025-68121,stdlib,go1.20.12,unknown,10.0,CRITICAL,critical,unknown,None,0,unknown,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2025-61724,stdlib,go1.20.12,unknown,5.3,MEDIUM,medium,unknown,None,0,unknown,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2024-2236,libgcrypt20,1.10.1-3,unknown,5.9,MEDIUM,none,os-level,None,0,debian,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2025-47906,stdlib,go1.20.12,unknown,None,,medium,unknown,None,0,unknown,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
GHSA-g9mf-h72j-4rw9,undici,6.11.1,7.22.0,None,MEDIUM,medium,transitive,2,1,npm,"UPGRADE — update from 6.11.1 to 7.22.0",low
GHSA-mh29-5h37-fv8m,js-yaml,3.14.1,4.1.1,None,MEDIUM,medium,transitive,4,2,npm,"UPGRADE — update from 3.14.1 to 4.1.1",low
CVE-2025-14104,bsdutils,1:2.38.1-5+deb12u3,unknown,6.1,MEDIUM,medium,os-level,None,0,debian,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2007-5686,login,1:4.13+dfsg1-1+deb12u2,unknown,None,,none,os-level,None,0,debian,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2025-61728,stdlib,go1.20.12,unknown,6.5,MEDIUM,medium,unknown,None,0,unknown,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2011-4116,perl-base,5.36.0-7+deb12u3,unknown,3.3,LOW,none,os-level,None,0,debian,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2025-6141,libtinfo6,6.4-4,unknown,3.3,LOW,medium,os-level,None,0,debian,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2025-47907,stdlib,go1.20.12,unknown,7.0,HIGH,high,unknown,None,0,unknown,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2025-22866,stdlib,go1.20.12,unknown,4.0,MEDIUM,medium,unknown,None,0,unknown,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2025-58183,stdlib,go1.20.12,unknown,4.3,MEDIUM,medium,unknown,None,0,unknown,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2025-58189,stdlib,go1.20.12,unknown,5.3,MEDIUM,medium,unknown,None,0,unknown,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2025-4673,stdlib,go1.20.12,unknown,6.8,MEDIUM,medium,unknown,None,0,unknown,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
GHSA-8qq5-rm4j-mr97,tar,6.2.1,7.5.9,None,HIGH,high,transitive,3,3,npm,"UPGRADE — update from 6.2.1 to 7.5.9",low
CVE-2019-1010022,libc-bin,2.36-9+deb12u13,unknown,9.8,CRITICAL,none,os-level,None,0,debian,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2023-31437,libsystemd0,252.39-1~deb12u1,unknown,5.3,MEDIUM,none,os-level,None,0,debian,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2025-61731,stdlib,go1.20.12,unknown,7.8,HIGH,high,unknown,None,0,unknown,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2025-61727,stdlib,go1.20.12,unknown,6.5,MEDIUM,medium,unknown,None,0,unknown,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
GHSA-jqfw-vq24-v9c3,vite,5.4.14,7.3.1,None,LOW,low,transitive,2,2,npm,"UPGRADE — update from 5.4.14 to 7.3.1",low
GHSA-v6h2-p8h4-qcjw,brace-expansion,1.1.11,5.0.2,None,LOW,low,transitive,3,7,npm,"UPGRADE — update from 1.1.11 to 5.0.2",low
CVE-2023-31438,libsystemd0,252.39-1~deb12u1,unknown,5.3,MEDIUM,none,os-level,None,0,debian,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2025-61732,stdlib,go1.20.12,unknown,8.6,HIGH,high,unknown,None,0,unknown,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2023-31439,libsystemd0,252.39-1~deb12u1,unknown,5.3,MEDIUM,none,os-level,None,0,debian,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2025-9820,libgnutls30,3.7.9-2+deb12u5,unknown,4.0,MEDIUM,medium,os-level,None,0,debian,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2025-4674,stdlib,go1.20.12,unknown,8.6,HIGH,high,unknown,None,0,unknown,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2024-24789,stdlib,go1.20.12,unknown,5.5,MEDIUM,medium,unknown,None,0,unknown,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
GHSA-38r7-794h-5758,webpack,5.94.0,5.105.2,None,LOW,low,transitive,2,16,npm,"UPGRADE — update from 5.94.0 to 5.105.2",low
GHSA-8fgc-7cc6-rx7x,webpack,5.94.0,5.105.2,None,LOW,low,transitive,2,16,npm,"UPGRADE — update from 5.94.0 to 5.105.2",low
CVE-2025-68972,gpgv,2.2.40-1.1+deb12u2,unknown,5.9,MEDIUM,medium,os-level,None,0,debian,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2017-18018,coreutils,9.1-1,unknown,7.1,HIGH,none,os-level,None,0,debian,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2022-27943,gcc-12-base,12.2.0-14+deb12u1,unknown,5.5,MEDIUM,none,os-level,None,0,debian,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
GHSA-76c9-3jph-rj3q,on-headers,1.0.2,1.1.0,None,LOW,low,transitive,4,1,npm,"UPGRADE — update from 1.0.2 to 1.1.0",low
CVE-2013-4392,libsystemd0,252.39-1~deb12u1,unknown,5.0,MEDIUM,none,os-level,None,0,debian,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2025-5278,coreutils,9.1-1,unknown,4.4,MEDIUM,none,os-level,None,0,debian,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2025-22873,stdlib,go1.20.12,unknown,3.8,LOW,low,unknown,None,0,unknown,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2022-0563,bsdutils,1:2.38.1-5+deb12u3,unknown,5.5,MEDIUM,none,os-level,None,0,debian,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
CVE-2022-3219,gpgv,2.2.40-1.1+deb12u2,unknown,3.3,LOW,none,os-level,None,0,debian,"INVESTIGATE — already on latest version, CVE may be unpatched",medium
GHSA-67mh-4wv8-2f99,esbuild,0.20.1,0.27.3,None,MEDIUM,medium,transitive,2,2,npm,"UPGRADE — update from 0.20.1 to 0.27.3",low
